;OTIMIZADOR;MODELO;CLASSES;SEED;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
2025;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2026;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2027;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2028;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2029;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2030;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2031;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2032;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2033;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2034;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2035;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2036;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2037;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2038;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2039;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2040;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2041;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2042;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2043;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2044;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2045;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2046;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2047;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2048;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2049;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2050;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2051;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2052;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2053;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2054;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2055;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2056;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2057;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2058;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2059;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2060;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2061;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2062;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2063;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2064;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2065;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2066;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2067;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2068;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2069;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2070;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2071;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2072;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2073;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2074;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
2075;PSO;XGBoost;2;10000;38;125;gblinear;0.12;0.056;-0.95
