;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;309;166;gblinear;0.3864;0.3368;-0.8500000000000001
1;309;166;gblinear;0.3864;0.3368;-0.8500000000000001
2;309;166;gblinear;0.3864;0.3368;-0.8500000000000001
3;309;166;gblinear;0.3864;0.3368;-0.8500000000000001
4;309;166;gblinear;0.3864;0.3368;-0.8500000000000001
5;309;166;gblinear;0.3864;0.3368;-0.8500000000000001
6;309;166;gblinear;0.3864;0.3368;-0.8500000000000001
7;309;166;gblinear;0.3864;0.3368;-0.8500000000000001
8;309;166;gblinear;0.3864;0.3368;-0.8500000000000001
9;309;166;gblinear;0.3864;0.3368;-0.8500000000000001
10;309;166;gblinear;0.3864;0.3368;-0.8500000000000001
11;309;166;gblinear;0.3864;0.3368;-0.8500000000000001
12;309;166;gblinear;0.3864;0.3368;-0.8500000000000001
13;309;166;gblinear;0.3864;0.3368;-0.8500000000000001
14;309;166;gblinear;0.3864;0.3368;-0.8500000000000001
