;OTIMIZADOR;MODELO;CLASSES;SEED;N_estimators;Max_depth;Min_samples_split;Min_samples_leaf;Fitness
678;SA;RF;2;4000;219.0;223.0;31.0;47.0;-0.45
679;SA;RF;2;4000;136.0;269.0;48.0;44.0;-0.475
680;SA;RF;2;4000;136.0;269.0;48.0;44.0;-0.475
681;SA;RF;2;4000;187.0;184.0;4.0;22.0;-0.55
682;SA;RF;2;4000;187.0;184.0;4.0;22.0;-0.55
683;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
684;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
685;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
686;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
687;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
688;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
689;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
690;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
691;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
692;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
693;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
694;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
695;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
696;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
697;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
698;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
699;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
700;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
701;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
702;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
703;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
704;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
705;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
706;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
707;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
708;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
709;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
710;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
711;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
712;SA;RF;2;4000;273.0;188.0;13.0;6.0;-0.725
713;SA;RF;2;4000;54.0;112.0;5.0;4.0;-0.775
714;SA;RF;2;4000;54.0;112.0;5.0;4.0;-0.775
715;SA;RF;2;4000;54.0;112.0;5.0;4.0;-0.775
716;SA;RF;2;4000;54.0;112.0;5.0;4.0;-0.775
717;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
718;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
719;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
720;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
721;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
722;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
723;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
724;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
725;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
726;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
727;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
728;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
729;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
730;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
731;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
732;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
733;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
734;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
735;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
736;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
737;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
738;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
739;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
740;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
741;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
742;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
743;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
744;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
745;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
746;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
747;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
748;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
749;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
750;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
751;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
752;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
753;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
754;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
755;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
756;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
757;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
758;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
759;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
760;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
761;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
762;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
763;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
764;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
765;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
766;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
767;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
768;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
769;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
770;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
771;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
772;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
773;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
774;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
775;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
776;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
777;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
778;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
779;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
780;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
781;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
782;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
783;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
784;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
785;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
786;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
787;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
788;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
789;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
790;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
791;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
792;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
793;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
794;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
795;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
796;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
797;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
798;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
799;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
800;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
801;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
802;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
803;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
804;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
805;SA;RF;2;4000;16.0;258.0;9.0;2.0;-0.85
