;OTIMIZADOR;MODELO;CLASSES;SEED;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
1582;SA;XGBoost;2;8000;305;190;gbtree;0.99;0.79;-0.8
1583;SA;XGBoost;2;8000;380;172;gbtree;0.475;0.715;-0.825
1584;SA;XGBoost;2;8000;380;172;gbtree;0.475;0.715;-0.825
1585;SA;XGBoost;2;8000;380;172;gbtree;0.475;0.715;-0.825
1586;SA;XGBoost;2;8000;380;172;gbtree;0.475;0.715;-0.825
1587;SA;XGBoost;2;8000;198;295;gblinear;0.645;0.195;-0.85
1588;SA;XGBoost;2;8000;198;295;gblinear;0.645;0.195;-0.85
1589;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1590;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1591;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1592;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1593;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1594;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1595;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1596;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1597;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1598;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1599;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1600;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1601;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1602;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1603;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1604;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1605;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1606;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1607;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1608;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1609;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1610;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1611;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1612;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1613;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1614;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1615;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1616;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1617;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1618;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1619;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1620;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1621;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1622;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1623;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1624;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1625;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1626;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1627;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1628;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1629;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1630;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1631;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1632;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1633;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1634;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1635;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1636;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1637;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1638;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1639;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1640;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1641;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1642;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1643;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1644;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1645;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1646;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1647;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1648;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1649;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1650;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1651;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1652;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1653;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1654;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1655;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1656;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1657;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1658;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1659;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1660;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1661;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1662;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1663;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1664;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1665;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1666;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1667;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1668;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1669;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1670;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1671;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1672;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1673;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1674;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1675;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1676;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1677;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1678;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1679;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1680;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1681;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1682;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1683;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1684;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1685;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1686;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1687;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1688;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1689;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1690;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1691;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1692;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1693;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1694;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1695;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1696;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1697;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1698;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1699;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1700;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1701;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1702;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1703;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1704;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1705;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1706;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1707;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1708;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1709;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1710;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1711;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1712;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1713;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1714;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1715;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1716;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1717;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1718;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1719;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1720;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1721;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1722;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1723;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1724;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1725;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1726;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1727;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1728;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1729;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1730;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1731;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1732;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1733;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1734;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1735;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1736;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1737;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1738;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1739;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1740;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1741;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1742;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1743;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1744;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1745;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1746;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1747;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1748;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1749;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1750;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1751;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1752;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1753;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1754;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1755;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1756;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1757;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1758;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1759;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1760;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1761;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1762;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1763;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1764;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1765;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1766;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1767;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1768;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1769;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1770;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1771;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1772;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1773;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1774;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1775;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1776;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1777;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1778;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1779;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1780;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1781;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1782;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1783;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1784;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1785;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1786;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1787;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1788;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1789;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1790;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1791;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1792;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1793;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1794;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1795;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1796;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1797;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1798;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1799;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1800;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1801;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1802;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1803;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1804;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1805;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1806;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
1807;SA;XGBoost;2;8000;282;10;gblinear;0.97;0.005;-0.925
