DATA;MLP;RF;XGBoost
2023-11-30;6;8;8
2023-12-31;8;8;8
2024-01-31;2;2;3
2024-02-29;3;7;6
2024-03-31;8;8;8
2024-04-30;7;7;8
2024-05-31;7;7;7
2024-06-30;3;3;5
2024-07-31;2;3;3
2024-08-31;7;5;7
2024-09-30;6;6;6
2024-10-31;6;7;8
