;OTIMIZADOR;MODELO;CLASSES;SEED;Hidden Layers;Alpha;Activation;Fitness
1125;PSO;MLP;9;6000;15;0.777;tanh;-0.225
1126;PSO;MLP;9;6000;15;0.777;tanh;-0.225
1127;PSO;MLP;9;6000;15;0.777;tanh;-0.225
1128;PSO;MLP;9;6000;15;0.777;tanh;-0.225
1129;PSO;MLP;9;6000;15;0.777;tanh;-0.225
1130;PSO;MLP;9;6000;15;0.777;tanh;-0.225
1131;PSO;MLP;9;6000;15;0.777;tanh;-0.225
1132;PSO;MLP;9;6000;15;0.777;tanh;-0.225
1133;PSO;MLP;9;6000;15;0.777;tanh;-0.225
1134;PSO;MLP;9;6000;15;0.777;tanh;-0.225
1135;PSO;MLP;9;6000;15;0.777;tanh;-0.225
1136;PSO;MLP;9;6000;15;0.777;tanh;-0.225
1137;PSO;MLP;9;6000;15;0.777;tanh;-0.225
1138;PSO;MLP;9;6000;15;0.777;tanh;-0.225
1139;PSO;MLP;9;6000;15;0.777;tanh;-0.225
1140;PSO;MLP;9;6000;20;0.905;identity;-0.25
1141;PSO;MLP;9;6000;20;0.905;identity;-0.25
1142;PSO;MLP;9;6000;20;0.905;identity;-0.25
1143;PSO;MLP;9;6000;20;0.905;identity;-0.25
1144;PSO;MLP;9;6000;20;0.905;identity;-0.25
1145;PSO;MLP;9;6000;20;0.905;identity;-0.25
1146;PSO;MLP;9;6000;20;0.905;identity;-0.25
1147;PSO;MLP;9;6000;20;0.905;identity;-0.25
1148;PSO;MLP;9;6000;20;0.905;identity;-0.25
1149;PSO;MLP;9;6000;20;0.905;identity;-0.25
1150;PSO;MLP;9;6000;20;0.905;identity;-0.25
1151;PSO;MLP;9;6000;20;0.905;identity;-0.25
1152;PSO;MLP;9;6000;20;0.905;identity;-0.25
1153;PSO;MLP;9;6000;20;0.905;identity;-0.25
1154;PSO;MLP;9;6000;20;0.905;identity;-0.25
1155;PSO;MLP;9;6000;20;0.905;identity;-0.25
1156;PSO;MLP;9;6000;20;0.905;identity;-0.25
1157;PSO;MLP;9;6000;20;0.905;identity;-0.25
1158;PSO;MLP;9;6000;20;0.905;identity;-0.25
1159;PSO;MLP;9;6000;20;0.905;identity;-0.25
1160;PSO;MLP;9;6000;20;0.905;identity;-0.25
1161;PSO;MLP;9;6000;20;0.905;identity;-0.25
1162;PSO;MLP;9;6000;20;0.905;identity;-0.25
1163;PSO;MLP;9;6000;20;0.905;identity;-0.25
1164;PSO;MLP;9;6000;20;0.905;identity;-0.25
1165;PSO;MLP;9;6000;20;0.905;identity;-0.25
1166;PSO;MLP;9;6000;20;0.905;identity;-0.25
1167;PSO;MLP;9;6000;20;0.905;identity;-0.25
1168;PSO;MLP;9;6000;20;0.905;identity;-0.25
1169;PSO;MLP;9;6000;20;0.905;identity;-0.25
1170;PSO;MLP;9;6000;20;0.905;identity;-0.25
1171;PSO;MLP;9;6000;20;0.905;identity;-0.25
1172;PSO;MLP;9;6000;20;0.905;identity;-0.25
1173;PSO;MLP;9;6000;20;0.905;identity;-0.25
1174;PSO;MLP;9;6000;20;0.905;identity;-0.25
1175;PSO;MLP;9;6000;20;0.905;identity;-0.25
1176;PSO;MLP;9;6000;20;0.905;identity;-0.25
1177;PSO;MLP;9;6000;20;0.905;identity;-0.25
1178;PSO;MLP;9;6000;20;0.905;identity;-0.25
1179;PSO;MLP;9;6000;20;0.905;identity;-0.25
1180;PSO;MLP;9;6000;20;0.905;identity;-0.25
1181;PSO;MLP;9;6000;20;0.905;identity;-0.25
1182;PSO;MLP;9;6000;20;0.905;identity;-0.25
1183;PSO;MLP;9;6000;20;0.905;identity;-0.25
1184;PSO;MLP;9;6000;20;0.905;identity;-0.25
1185;PSO;MLP;9;6000;20;0.905;identity;-0.25
1186;PSO;MLP;9;6000;20;0.905;identity;-0.25
1187;PSO;MLP;9;6000;20;0.905;identity;-0.25
1188;PSO;MLP;9;6000;20;0.905;identity;-0.25
1189;PSO;MLP;9;6000;20;0.905;identity;-0.25
