;OTIMIZADOR;MODELO;CLASSES;SEED;N_estimators;Max_depth;Min_samples_split;Min_samples_leaf;Fitness
2034;SA;RF;9;10000;305.0;162.0;4.0;46.0;-0.0
2035;SA;RF;9;10000;71.0;371.0;3.0;43.0;-0.025
2036;SA;RF;9;10000;71.0;371.0;3.0;43.0;-0.025
2037;SA;RF;9;10000;63.0;357.0;38.0;26.0;-0.075
2038;SA;RF;9;10000;63.0;357.0;38.0;26.0;-0.075
2039;SA;RF;9;10000;63.0;357.0;38.0;26.0;-0.075
2040;SA;RF;9;10000;63.0;357.0;38.0;26.0;-0.075
2041;SA;RF;9;10000;63.0;357.0;38.0;26.0;-0.075
2042;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2043;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2044;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2045;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2046;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2047;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2048;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2049;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2050;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2051;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2052;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2053;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2054;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2055;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2056;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2057;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2058;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2059;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2060;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2061;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2062;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2063;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2064;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2065;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2066;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2067;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2068;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2069;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2070;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2071;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2072;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2073;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2074;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2075;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2076;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2077;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2078;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2079;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2080;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2081;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2082;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2083;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2084;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2085;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2086;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2087;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2088;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2089;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2090;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2091;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2092;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
2093;SA;RF;9;10000;18.0;291.0;11.0;5.0;-0.25
