;N_estimators;Max_depth;Min_samples_split;Min_samples_leaf;Fitness
0;305.0;190.0;5.0;41.0;-0.025
1;380.0;172.0;6.0;24.0;-0.07500000000000001
2;380.0;172.0;6.0;24.0;-0.07500000000000001
3;97.0;40.0;8.0;6.0;-0.1
4;97.0;40.0;8.0;6.0;-0.1
5;330.0;310.0;5.0;2.0;-0.15000000000000002
6;330.0;310.0;5.0;2.0;-0.15000000000000002
7;330.0;310.0;5.0;2.0;-0.15000000000000002
8;330.0;310.0;5.0;2.0;-0.15000000000000002
9;330.0;310.0;5.0;2.0;-0.15000000000000002
10;330.0;310.0;5.0;2.0;-0.15000000000000002
11;324.0;287.0;3.0;4.0;-0.2
12;324.0;287.0;3.0;4.0;-0.2
13;324.0;287.0;3.0;4.0;-0.2
14;324.0;287.0;3.0;4.0;-0.2
15;324.0;287.0;3.0;4.0;-0.2
16;324.0;287.0;3.0;4.0;-0.2
17;324.0;287.0;3.0;4.0;-0.2
18;324.0;287.0;3.0;4.0;-0.2
19;324.0;287.0;3.0;4.0;-0.2
20;324.0;287.0;3.0;4.0;-0.2
21;324.0;287.0;3.0;4.0;-0.2
22;324.0;287.0;3.0;4.0;-0.2
23;324.0;287.0;3.0;4.0;-0.2
24;324.0;287.0;3.0;4.0;-0.2
25;324.0;287.0;3.0;4.0;-0.2
26;324.0;287.0;3.0;4.0;-0.2
27;324.0;287.0;3.0;4.0;-0.2
28;324.0;287.0;3.0;4.0;-0.2
29;324.0;287.0;3.0;4.0;-0.2
30;324.0;287.0;3.0;4.0;-0.2
31;324.0;287.0;3.0;4.0;-0.2
32;324.0;287.0;3.0;4.0;-0.2
33;324.0;287.0;3.0;4.0;-0.2
34;324.0;287.0;3.0;4.0;-0.2
35;324.0;287.0;3.0;4.0;-0.2
36;324.0;287.0;3.0;4.0;-0.2
37;324.0;287.0;3.0;4.0;-0.2
38;324.0;287.0;3.0;4.0;-0.2
39;324.0;287.0;3.0;4.0;-0.2
40;324.0;287.0;3.0;4.0;-0.2
41;324.0;287.0;3.0;4.0;-0.2
42;324.0;287.0;3.0;4.0;-0.2
43;324.0;287.0;3.0;4.0;-0.2
44;324.0;287.0;3.0;4.0;-0.2
45;324.0;287.0;3.0;4.0;-0.2
46;324.0;287.0;3.0;4.0;-0.2
47;324.0;287.0;3.0;4.0;-0.2
48;324.0;287.0;3.0;4.0;-0.2
49;324.0;287.0;3.0;4.0;-0.2
50;324.0;287.0;3.0;4.0;-0.2
51;324.0;287.0;3.0;4.0;-0.2
52;324.0;287.0;3.0;4.0;-0.2
53;324.0;287.0;3.0;4.0;-0.2
54;324.0;287.0;3.0;4.0;-0.2
55;324.0;287.0;3.0;4.0;-0.2
56;324.0;287.0;3.0;4.0;-0.2
57;324.0;287.0;3.0;4.0;-0.2
58;324.0;287.0;3.0;4.0;-0.2
59;324.0;287.0;3.0;4.0;-0.2
60;324.0;287.0;3.0;4.0;-0.2
61;324.0;287.0;3.0;4.0;-0.2
62;324.0;287.0;3.0;4.0;-0.2
63;324.0;287.0;3.0;4.0;-0.2
64;324.0;287.0;3.0;4.0;-0.2
65;324.0;287.0;3.0;4.0;-0.2
66;324.0;287.0;3.0;4.0;-0.2
67;324.0;287.0;3.0;4.0;-0.2
68;324.0;287.0;3.0;4.0;-0.2
69;324.0;287.0;3.0;4.0;-0.2
70;324.0;287.0;3.0;4.0;-0.2
71;324.0;287.0;3.0;4.0;-0.2
72;324.0;287.0;3.0;4.0;-0.2
73;324.0;287.0;3.0;4.0;-0.2
74;324.0;287.0;3.0;4.0;-0.2
75;324.0;287.0;3.0;4.0;-0.2
76;324.0;287.0;3.0;4.0;-0.2
77;324.0;287.0;3.0;4.0;-0.2
78;324.0;287.0;3.0;4.0;-0.2
79;324.0;287.0;3.0;4.0;-0.2
80;324.0;287.0;3.0;4.0;-0.2
81;324.0;287.0;3.0;4.0;-0.2
82;324.0;287.0;3.0;4.0;-0.2
83;324.0;287.0;3.0;4.0;-0.2
84;324.0;287.0;3.0;4.0;-0.2
85;324.0;287.0;3.0;4.0;-0.2
86;324.0;287.0;3.0;4.0;-0.2
87;15.0;358.0;2.0;7.0;-0.225
88;15.0;358.0;2.0;7.0;-0.225
89;15.0;358.0;2.0;7.0;-0.225
90;15.0;358.0;2.0;7.0;-0.225
91;15.0;358.0;2.0;7.0;-0.225
92;15.0;358.0;2.0;7.0;-0.225
93;15.0;358.0;2.0;7.0;-0.225
94;15.0;358.0;2.0;7.0;-0.225
95;15.0;358.0;2.0;7.0;-0.225
96;15.0;358.0;2.0;7.0;-0.225
97;15.0;358.0;2.0;7.0;-0.225
98;15.0;358.0;2.0;7.0;-0.225
99;15.0;358.0;2.0;7.0;-0.225
100;15.0;358.0;2.0;7.0;-0.225
101;15.0;358.0;2.0;7.0;-0.225
102;15.0;358.0;2.0;7.0;-0.225
103;15.0;358.0;2.0;7.0;-0.225
104;15.0;358.0;2.0;7.0;-0.225
105;15.0;358.0;2.0;7.0;-0.225
106;15.0;358.0;2.0;7.0;-0.225
107;15.0;358.0;2.0;7.0;-0.225
108;15.0;358.0;2.0;7.0;-0.225
109;15.0;358.0;2.0;7.0;-0.225
110;15.0;358.0;2.0;7.0;-0.225
111;15.0;358.0;2.0;7.0;-0.225
112;15.0;358.0;2.0;7.0;-0.225
113;15.0;358.0;2.0;7.0;-0.225
114;15.0;358.0;2.0;7.0;-0.225
115;15.0;358.0;2.0;7.0;-0.225
116;15.0;358.0;2.0;7.0;-0.225
117;15.0;358.0;2.0;7.0;-0.225
118;15.0;358.0;2.0;7.0;-0.225
119;15.0;358.0;2.0;7.0;-0.225
120;15.0;358.0;2.0;7.0;-0.225
121;15.0;358.0;2.0;7.0;-0.225
122;15.0;358.0;2.0;7.0;-0.225
123;15.0;358.0;2.0;7.0;-0.225
124;15.0;358.0;2.0;7.0;-0.225
125;15.0;358.0;2.0;7.0;-0.225
126;15.0;358.0;2.0;7.0;-0.225
127;15.0;358.0;2.0;7.0;-0.225
128;15.0;358.0;2.0;7.0;-0.225
129;15.0;358.0;2.0;7.0;-0.225
130;15.0;358.0;2.0;7.0;-0.225
131;15.0;358.0;2.0;7.0;-0.225
132;15.0;358.0;2.0;7.0;-0.225
133;15.0;358.0;2.0;7.0;-0.225
134;15.0;358.0;2.0;7.0;-0.225
135;15.0;358.0;2.0;7.0;-0.225
136;15.0;358.0;2.0;7.0;-0.225
137;15.0;358.0;2.0;7.0;-0.225
138;15.0;358.0;2.0;7.0;-0.225
139;15.0;358.0;2.0;7.0;-0.225
140;15.0;358.0;2.0;7.0;-0.225
141;15.0;358.0;2.0;7.0;-0.225
142;15.0;358.0;2.0;7.0;-0.225
143;15.0;358.0;2.0;7.0;-0.225
144;15.0;358.0;2.0;7.0;-0.225
145;15.0;358.0;2.0;7.0;-0.225
146;15.0;358.0;2.0;7.0;-0.225
147;15.0;358.0;2.0;7.0;-0.225
148;15.0;358.0;2.0;7.0;-0.225
149;15.0;358.0;2.0;7.0;-0.225
150;15.0;358.0;2.0;7.0;-0.225
151;15.0;358.0;2.0;7.0;-0.225
152;15.0;358.0;2.0;7.0;-0.225
153;15.0;358.0;2.0;7.0;-0.225
154;15.0;358.0;2.0;7.0;-0.225
155;15.0;358.0;2.0;7.0;-0.225
156;15.0;358.0;2.0;7.0;-0.225
157;15.0;358.0;2.0;7.0;-0.225
158;15.0;358.0;2.0;7.0;-0.225
159;15.0;358.0;2.0;7.0;-0.225
160;15.0;358.0;2.0;7.0;-0.225
161;15.0;358.0;2.0;7.0;-0.225
162;15.0;358.0;2.0;7.0;-0.225
163;15.0;358.0;2.0;7.0;-0.225
164;15.0;358.0;2.0;7.0;-0.225
165;15.0;358.0;2.0;7.0;-0.225
166;15.0;358.0;2.0;7.0;-0.225
167;15.0;358.0;2.0;7.0;-0.225
168;15.0;358.0;2.0;7.0;-0.225
169;15.0;358.0;2.0;7.0;-0.225
170;15.0;358.0;2.0;7.0;-0.225
171;15.0;358.0;2.0;7.0;-0.225
172;15.0;358.0;2.0;7.0;-0.225
173;15.0;358.0;2.0;7.0;-0.225
174;15.0;358.0;2.0;7.0;-0.225
175;15.0;358.0;2.0;7.0;-0.225
176;15.0;358.0;2.0;7.0;-0.225
177;15.0;358.0;2.0;7.0;-0.225
178;15.0;358.0;2.0;7.0;-0.225
179;15.0;358.0;2.0;7.0;-0.225
180;15.0;358.0;2.0;7.0;-0.225
181;15.0;358.0;2.0;7.0;-0.225
182;15.0;358.0;2.0;7.0;-0.225
183;15.0;358.0;2.0;7.0;-0.225
184;15.0;358.0;2.0;7.0;-0.225
185;15.0;358.0;2.0;7.0;-0.225
186;15.0;358.0;2.0;7.0;-0.225
187;15.0;358.0;2.0;7.0;-0.225
188;15.0;358.0;2.0;7.0;-0.225
189;15.0;358.0;2.0;7.0;-0.225
190;15.0;358.0;2.0;7.0;-0.225
191;15.0;358.0;2.0;7.0;-0.225
192;15.0;358.0;2.0;7.0;-0.225
193;15.0;358.0;2.0;7.0;-0.225
194;15.0;358.0;2.0;7.0;-0.225
195;15.0;358.0;2.0;7.0;-0.225
196;15.0;358.0;2.0;7.0;-0.225
197;15.0;358.0;2.0;7.0;-0.225
198;15.0;358.0;2.0;7.0;-0.225
199;15.0;358.0;2.0;7.0;-0.225
200;15.0;358.0;2.0;7.0;-0.225
201;15.0;358.0;2.0;7.0;-0.225
202;15.0;358.0;2.0;7.0;-0.225
203;15.0;358.0;2.0;7.0;-0.225
204;15.0;358.0;2.0;7.0;-0.225
205;15.0;358.0;2.0;7.0;-0.225
206;15.0;358.0;2.0;7.0;-0.225
207;15.0;358.0;2.0;7.0;-0.225
208;15.0;358.0;2.0;7.0;-0.225
209;15.0;358.0;2.0;7.0;-0.225
210;15.0;358.0;2.0;7.0;-0.225
211;15.0;358.0;2.0;7.0;-0.225
212;15.0;358.0;2.0;7.0;-0.225
213;15.0;358.0;2.0;7.0;-0.225
214;15.0;358.0;2.0;7.0;-0.225
215;15.0;358.0;2.0;7.0;-0.225
216;15.0;358.0;2.0;7.0;-0.225
217;15.0;358.0;2.0;7.0;-0.225
218;15.0;358.0;2.0;7.0;-0.225
219;15.0;358.0;2.0;7.0;-0.225
220;15.0;358.0;2.0;7.0;-0.225
221;15.0;358.0;2.0;7.0;-0.225
222;15.0;358.0;2.0;7.0;-0.225
223;15.0;358.0;2.0;7.0;-0.225
224;15.0;358.0;2.0;7.0;-0.225
225;15.0;358.0;2.0;7.0;-0.225
