;N_estimators;Max_depth;Min_samples_split;Min_samples_leaf;Fitness
0;301.0;87.0;24.0;3.0;-0.15000000000000002
1;305.0;129.0;12.0;3.0;-0.17500000000000002
2;305.0;129.0;12.0;3.0;-0.17500000000000002
3;305.0;129.0;12.0;3.0;-0.17500000000000002
4;305.0;129.0;12.0;3.0;-0.17500000000000002
5;303.0;164.0;9.0;4.0;-0.225
6;303.0;164.0;9.0;4.0;-0.225
7;303.0;164.0;9.0;4.0;-0.225
8;303.0;164.0;9.0;4.0;-0.225
9;303.0;164.0;9.0;4.0;-0.225
10;303.0;164.0;9.0;4.0;-0.225
11;303.0;164.0;9.0;4.0;-0.225
12;303.0;164.0;9.0;4.0;-0.225
13;303.0;164.0;9.0;4.0;-0.225
14;303.0;164.0;9.0;4.0;-0.225
