;N_estimators;Max_depth;Booster;Lambda;Alpha;Fitness
0;91;284;gbtree;0.8839;0.1852;-0.2
1;91;284;gbtree;0.8839;0.1852;-0.2
2;91;284;gbtree;0.8839;0.1852;-0.2
3;258;236;gbtree;0.7792;0.1511;-0.25
4;229;255;gbtree;0.7858;0.1109;-0.275
5;229;255;gbtree;0.7858;0.1109;-0.275
6;229;255;gbtree;0.7858;0.1109;-0.275
7;229;255;gbtree;0.7858;0.1109;-0.275
8;229;255;gbtree;0.7858;0.1109;-0.275
9;229;255;gbtree;0.7858;0.1109;-0.275
10;229;255;gbtree;0.7858;0.1109;-0.275
11;229;255;gbtree;0.7858;0.1109;-0.275
12;229;255;gbtree;0.7858;0.1109;-0.275
13;229;255;gbtree;0.7858;0.1109;-0.275
14;229;255;gbtree;0.7858;0.1109;-0.275
