;Hidden Layers;Alpha;Activation;Fitness
0;175;0.05;tanh;-0.225
1;175;0.05;tanh;-0.225
2;175;0.05;tanh;-0.225
3;175;0.05;tanh;-0.225
4;175;0.05;tanh;-0.225
5;175;0.05;tanh;-0.225
6;175;0.05;tanh;-0.225
7;175;0.05;tanh;-0.225
8;28;0.26;identity;-0.22500000000000003
9;28;0.26;identity;-0.22500000000000003
10;28;0.26;identity;-0.22500000000000003
11;28;0.26;identity;-0.22500000000000003
12;28;0.26;identity;-0.22500000000000003
13;28;0.26;identity;-0.22500000000000003
14;28;0.26;identity;-0.22500000000000003
15;28;0.26;identity;-0.22500000000000003
16;28;0.26;identity;-0.22500000000000003
17;28;0.26;identity;-0.22500000000000003
18;28;0.26;identity;-0.22500000000000003
19;28;0.26;identity;-0.22500000000000003
20;28;0.26;identity;-0.22500000000000003
21;28;0.26;identity;-0.22500000000000003
22;28;0.26;identity;-0.22500000000000003
23;28;0.26;identity;-0.22500000000000003
24;28;0.26;identity;-0.22500000000000003
25;28;0.26;identity;-0.22500000000000003
26;28;0.26;identity;-0.22500000000000003
27;28;0.26;identity;-0.22500000000000003
28;28;0.26;identity;-0.22500000000000003
29;28;0.26;identity;-0.22500000000000003
30;28;0.26;identity;-0.22500000000000003
31;28;0.26;identity;-0.22500000000000003
32;28;0.26;identity;-0.22500000000000003
33;28;0.26;identity;-0.22500000000000003
34;28;0.26;identity;-0.22500000000000003
35;28;0.26;identity;-0.22500000000000003
36;28;0.26;identity;-0.22500000000000003
37;28;0.26;identity;-0.22500000000000003
38;28;0.26;identity;-0.22500000000000003
39;28;0.26;identity;-0.22500000000000003
40;28;0.26;identity;-0.22500000000000003
41;28;0.26;identity;-0.22500000000000003
42;28;0.26;identity;-0.22500000000000003
43;28;0.26;identity;-0.22500000000000003
44;28;0.26;identity;-0.22500000000000003
45;28;0.26;identity;-0.22500000000000003
46;28;0.26;identity;-0.22500000000000003
47;28;0.26;identity;-0.22500000000000003
48;28;0.26;identity;-0.22500000000000003
49;28;0.26;identity;-0.22500000000000003
50;28;0.26;identity;-0.22500000000000003
51;28;0.26;identity;-0.22500000000000003
52;28;0.26;identity;-0.22500000000000003
53;28;0.26;identity;-0.22500000000000003
54;28;0.26;identity;-0.22500000000000003
55;28;0.26;identity;-0.22500000000000003
56;28;0.26;identity;-0.22500000000000003
57;28;0.26;identity;-0.22500000000000003
58;28;0.26;identity;-0.22500000000000003
59;28;0.26;identity;-0.22500000000000003
60;28;0.26;identity;-0.22500000000000003
61;28;0.26;identity;-0.22500000000000003
62;28;0.26;identity;-0.22500000000000003
63;28;0.26;identity;-0.22500000000000003
64;28;0.26;identity;-0.22500000000000003
65;28;0.26;identity;-0.22500000000000003
66;28;0.26;identity;-0.22500000000000003
67;28;0.26;identity;-0.22500000000000003
68;28;0.26;identity;-0.22500000000000003
69;28;0.26;identity;-0.22500000000000003
70;28;0.26;identity;-0.22500000000000003
71;28;0.26;identity;-0.22500000000000003
72;28;0.26;identity;-0.22500000000000003
73;28;0.26;identity;-0.22500000000000003
74;28;0.26;identity;-0.22500000000000003
75;28;0.26;identity;-0.22500000000000003
76;28;0.26;identity;-0.22500000000000003
77;28;0.26;identity;-0.22500000000000003
78;28;0.26;identity;-0.22500000000000003
79;28;0.26;identity;-0.22500000000000003
80;28;0.26;identity;-0.22500000000000003
81;28;0.26;identity;-0.22500000000000003
82;28;0.26;identity;-0.22500000000000003
83;28;0.26;identity;-0.22500000000000003
84;28;0.26;identity;-0.22500000000000003
85;28;0.26;identity;-0.22500000000000003
86;28;0.26;identity;-0.22500000000000003
87;28;0.26;identity;-0.22500000000000003
88;28;0.26;identity;-0.22500000000000003
89;28;0.26;identity;-0.22500000000000003
90;28;0.26;identity;-0.22500000000000003
91;28;0.26;identity;-0.22500000000000003
92;28;0.26;identity;-0.22500000000000003
93;28;0.26;identity;-0.22500000000000003
94;28;0.26;identity;-0.22500000000000003
95;28;0.26;identity;-0.22500000000000003
96;28;0.26;identity;-0.22500000000000003
97;28;0.26;identity;-0.22500000000000003
98;28;0.26;identity;-0.22500000000000003
99;28;0.26;identity;-0.22500000000000003
100;28;0.26;identity;-0.22500000000000003
101;28;0.26;identity;-0.22500000000000003
102;28;0.26;identity;-0.22500000000000003
103;28;0.26;identity;-0.22500000000000003
104;28;0.26;identity;-0.22500000000000003
105;28;0.26;identity;-0.22500000000000003
106;28;0.26;identity;-0.22500000000000003
107;28;0.26;identity;-0.22500000000000003
108;28;0.26;identity;-0.22500000000000003
109;28;0.26;identity;-0.22500000000000003
110;28;0.26;identity;-0.22500000000000003
111;28;0.26;identity;-0.22500000000000003
112;28;0.26;identity;-0.22500000000000003
113;28;0.26;identity;-0.22500000000000003
114;28;0.26;identity;-0.22500000000000003
115;28;0.26;identity;-0.22500000000000003
116;28;0.26;identity;-0.22500000000000003
117;28;0.26;identity;-0.22500000000000003
118;28;0.26;identity;-0.22500000000000003
119;28;0.26;identity;-0.22500000000000003
120;28;0.26;identity;-0.22500000000000003
